claim_id,policy_id,model,decision
C076,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C077,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C078,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C079,policy04_bias_emphasis,gemma-3-4b-it,NEED_MORE_INFO
C080,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C081,policy04_bias_emphasis,gemma-3-4b-it,NEED_MORE_INFO
C082,policy04_bias_emphasis,gemma-3-4b-it,NEED_MORE_INFO
C083,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C084,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C085,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C086,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C087,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C088,policy04_bias_emphasis,gemma-3-4b-it,NEED_MORE_INFO
C089,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C090,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C091,policy04_bias_emphasis,gemma-3-4b-it,DENY
C092,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C093,policy04_bias_emphasis,gemma-3-4b-it,NEED_MORE_INFO
C094,policy04_bias_emphasis,gemma-3-4b-it,NEED_MORE_INFO
C095,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C096,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C097,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C098,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C099,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C100,policy04_bias_emphasis,gemma-3-4b-it,APPROVE
C001,policy05_minimal,gemma-3-4b-it,APPROVE
C002,policy05_minimal,gemma-3-4b-it,DENY
C003,policy05_minimal,gemma-3-4b-it,DENY
C004,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C005,policy05_minimal,gemma-3-4b-it,APPROVE
C006,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C007,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C008,policy05_minimal,gemma-3-4b-it,APPROVE
C009,policy05_minimal,gemma-3-4b-it,APPROVE
C010,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C011,policy05_minimal,gemma-3-4b-it,APPROVE
C012,policy05_minimal,gemma-3-4b-it,APPROVE
C013,policy05_minimal,gemma-3-4b-it,DENY
C014,policy05_minimal,gemma-3-4b-it,APPROVE
C015,policy05_minimal,gemma-3-4b-it,APPROVE
C016,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C017,policy05_minimal,gemma-3-4b-it,APPROVE
C018,policy05_minimal,gemma-3-4b-it,APPROVE
C019,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C020,policy05_minimal,gemma-3-4b-it,APPROVE
C021,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C022,policy05_minimal,gemma-3-4b-it,APPROVE
C023,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C024,policy05_minimal,gemma-3-4b-it,APPROVE
C025,policy05_minimal,gemma-3-4b-it,APPROVE
C026,policy05_minimal,gemma-3-4b-it,DENY
C027,policy05_minimal,gemma-3-4b-it,APPROVE
C028,policy05_minimal,gemma-3-4b-it,APPROVE
C029,policy05_minimal,gemma-3-4b-it,DENY
C030,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C031,policy05_minimal,gemma-3-4b-it,DENY
C032,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C033,policy05_minimal,gemma-3-4b-it,APPROVE
C034,policy05_minimal,gemma-3-4b-it,APPROVE
C035,policy05_minimal,gemma-3-4b-it,APPROVE
C036,policy05_minimal,gemma-3-4b-it,APPROVE
C037,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C038,policy05_minimal,gemma-3-4b-it,APPROVE
C039,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C040,policy05_minimal,gemma-3-4b-it,DENY
C041,policy05_minimal,gemma-3-4b-it,DENY
C042,policy05_minimal,gemma-3-4b-it,APPROVE
C043,policy05_minimal,gemma-3-4b-it,APPROVE
C044,policy05_minimal,gemma-3-4b-it,APPROVE
C045,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C046,policy05_minimal,gemma-3-4b-it,DENY
C047,policy05_minimal,gemma-3-4b-it,APPROVE
C048,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C049,policy05_minimal,gemma-3-4b-it,APPROVE
C050,policy05_minimal,gemma-3-4b-it,APPROVE
C051,policy05_minimal,gemma-3-4b-it,APPROVE
C052,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C053,policy05_minimal,gemma-3-4b-it,APPROVE
C054,policy05_minimal,gemma-3-4b-it,APPROVE
C055,policy05_minimal,gemma-3-4b-it,APPROVE
C056,policy05_minimal,gemma-3-4b-it,APPROVE
C057,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C058,policy05_minimal,gemma-3-4b-it,APPROVE
C059,policy05_minimal,gemma-3-4b-it,DENY
C060,policy05_minimal,gemma-3-4b-it,APPROVE
C061,policy05_minimal,gemma-3-4b-it,APPROVE
C062,policy05_minimal,gemma-3-4b-it,DENY
C063,policy05_minimal,gemma-3-4b-it,APPROVE
C064,policy05_minimal,gemma-3-4b-it,APPROVE
C065,policy05_minimal,gemma-3-4b-it,APPROVE
C066,policy05_minimal,gemma-3-4b-it,DENY
C067,policy05_minimal,gemma-3-4b-it,DENY
C068,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C069,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C070,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C071,policy05_minimal,gemma-3-4b-it,APPROVE
C072,policy05_minimal,gemma-3-4b-it,APPROVE
C073,policy05_minimal,gemma-3-4b-it,APPROVE
C074,policy05_minimal,gemma-3-4b-it,APPROVE
C075,policy05_minimal,gemma-3-4b-it,APPROVE
C076,policy05_minimal,gemma-3-4b-it,APPROVE
C077,policy05_minimal,gemma-3-4b-it,APPROVE
C078,policy05_minimal,gemma-3-4b-it,APPROVE
C079,policy05_minimal,gemma-3-4b-it,DENY
C080,policy05_minimal,gemma-3-4b-it,APPROVE
C081,policy05_minimal,gemma-3-4b-it,DENY
C082,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C083,policy05_minimal,gemma-3-4b-it,APPROVE
C084,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C085,policy05_minimal,gemma-3-4b-it,APPROVE
C086,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C087,policy05_minimal,gemma-3-4b-it,APPROVE
C088,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C089,policy05_minimal,gemma-3-4b-it,DENY
C090,policy05_minimal,gemma-3-4b-it,APPROVE
C091,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C092,policy05_minimal,gemma-3-4b-it,APPROVE
C093,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C094,policy05_minimal,gemma-3-4b-it,DENY
C095,policy05_minimal,gemma-3-4b-it,APPROVE
C096,policy05_minimal,gemma-3-4b-it,NEED_MORE_INFO
C097,policy05_minimal,gemma-3-4b-it,APPROVE
C098,policy05_minimal,gemma-3-4b-it,APPROVE
C099,policy05_minimal,gemma-3-4b-it,APPROVE
C100,policy05_minimal,gemma-3-4b-it,APPROVE
C001,policy06_verbose,gemma-3-4b-it,APPROVE
C002,policy06_verbose,gemma-3-4b-it,DENY
C003,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C004,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C005,policy06_verbose,gemma-3-4b-it,APPROVE
C006,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C007,policy06_verbose,gemma-3-4b-it,DENY
C008,policy06_verbose,gemma-3-4b-it,APPROVE
C009,policy06_verbose,gemma-3-4b-it,APPROVE
C010,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C011,policy06_verbose,gemma-3-4b-it,APPROVE
C012,policy06_verbose,gemma-3-4b-it,APPROVE
C013,policy06_verbose,gemma-3-4b-it,APPROVE
C014,policy06_verbose,gemma-3-4b-it,APPROVE
C015,policy06_verbose,gemma-3-4b-it,APPROVE
C016,policy06_verbose,gemma-3-4b-it,DENY
C017,policy06_verbose,gemma-3-4b-it,APPROVE
C018,policy06_verbose,gemma-3-4b-it,APPROVE
C019,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C020,policy06_verbose,gemma-3-4b-it,APPROVE
C021,policy06_verbose,gemma-3-4b-it,DENY
C022,policy06_verbose,gemma-3-4b-it,APPROVE
C023,policy06_verbose,gemma-3-4b-it,APPROVE
C024,policy06_verbose,gemma-3-4b-it,APPROVE
C025,policy06_verbose,gemma-3-4b-it,APPROVE
C026,policy06_verbose,gemma-3-4b-it,APPROVE
C027,policy06_verbose,gemma-3-4b-it,APPROVE
C028,policy06_verbose,gemma-3-4b-it,APPROVE
C029,policy06_verbose,gemma-3-4b-it,DENY
C030,policy06_verbose,gemma-3-4b-it,APPROVE
C031,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C032,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C033,policy06_verbose,gemma-3-4b-it,APPROVE
C034,policy06_verbose,gemma-3-4b-it,APPROVE
C035,policy06_verbose,gemma-3-4b-it,APPROVE
C036,policy06_verbose,gemma-3-4b-it,APPROVE
C037,policy06_verbose,gemma-3-4b-it,APPROVE
C038,policy06_verbose,gemma-3-4b-it,APPROVE
C039,policy06_verbose,gemma-3-4b-it,APPROVE
C040,policy06_verbose,gemma-3-4b-it,DENY
C041,policy06_verbose,gemma-3-4b-it,APPROVE
C042,policy06_verbose,gemma-3-4b-it,APPROVE
C043,policy06_verbose,gemma-3-4b-it,APPROVE
C044,policy06_verbose,gemma-3-4b-it,APPROVE
C045,policy06_verbose,gemma-3-4b-it,APPROVE
C046,policy06_verbose,gemma-3-4b-it,DENY
C047,policy06_verbose,gemma-3-4b-it,APPROVE
C048,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C049,policy06_verbose,gemma-3-4b-it,APPROVE
C050,policy06_verbose,gemma-3-4b-it,APPROVE
C051,policy06_verbose,gemma-3-4b-it,APPROVE
C052,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C053,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C054,policy06_verbose,gemma-3-4b-it,APPROVE
C055,policy06_verbose,gemma-3-4b-it,APPROVE
C056,policy06_verbose,gemma-3-4b-it,APPROVE
C057,policy06_verbose,gemma-3-4b-it,APPROVE
C058,policy06_verbose,gemma-3-4b-it,APPROVE
C059,policy06_verbose,gemma-3-4b-it,DENY
C060,policy06_verbose,gemma-3-4b-it,APPROVE
C061,policy06_verbose,gemma-3-4b-it,APPROVE
C062,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C063,policy06_verbose,gemma-3-4b-it,APPROVE
C064,policy06_verbose,gemma-3-4b-it,APPROVE
C065,policy06_verbose,gemma-3-4b-it,APPROVE
C066,policy06_verbose,gemma-3-4b-it,APPROVE
C067,policy06_verbose,gemma-3-4b-it,APPROVE
C068,policy06_verbose,gemma-3-4b-it,APPROVE
C069,policy06_verbose,gemma-3-4b-it,APPROVE
C070,policy06_verbose,gemma-3-4b-it,APPROVE
C071,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C072,policy06_verbose,gemma-3-4b-it,APPROVE
C073,policy06_verbose,gemma-3-4b-it,APPROVE
C074,policy06_verbose,gemma-3-4b-it,APPROVE
C075,policy06_verbose,gemma-3-4b-it,APPROVE
C076,policy06_verbose,gemma-3-4b-it,APPROVE
C077,policy06_verbose,gemma-3-4b-it,APPROVE
C078,policy06_verbose,gemma-3-4b-it,APPROVE
C079,policy06_verbose,gemma-3-4b-it,DENY
C080,policy06_verbose,gemma-3-4b-it,APPROVE
C081,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C082,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C083,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C084,policy06_verbose,gemma-3-4b-it,APPROVE
C085,policy06_verbose,gemma-3-4b-it,APPROVE
C086,policy06_verbose,gemma-3-4b-it,APPROVE
C087,policy06_verbose,gemma-3-4b-it,APPROVE
C088,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C089,policy06_verbose,gemma-3-4b-it,APPROVE
C090,policy06_verbose,gemma-3-4b-it,APPROVE
C091,policy06_verbose,gemma-3-4b-it,DENY
C092,policy06_verbose,gemma-3-4b-it,APPROVE
C093,policy06_verbose,gemma-3-4b-it,NEED_MORE_INFO
C094,policy06_verbose,gemma-3-4b-it,DENY
C095,policy06_verbose,gemma-3-4b-it,APPROVE
C096,policy06_verbose,gemma-3-4b-it,APPROVE
C097,policy06_verbose,gemma-3-4b-it,APPROVE
C098,policy06_verbose,gemma-3-4b-it,APPROVE
C099,policy06_verbose,gemma-3-4b-it,APPROVE
C100,policy06_verbose,gemma-3-4b-it,APPROVE
